Gender,Age,Under 30,Senior Citizen,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Label,Population,30 to 64,Household Size,Is Alone,Receive Refund,Total Services Subscribed,Cost per GB,Historical Avg Monthly Charge,Bill Shock,Tenure Group,Referral a Friend,Under-Utilizing Unlimited
Male,23,Yes,No,Yes,0,Hathaway Pines,95233,38.184914,-120.364085,1,66,Yes,20.07,Yes,Yes,Fiber Optic,85,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.05,6890.0,0.0,0,1324.62,8214.62,Yes,335,No,2,No,No,6,1.2241175030449996,104.39393939393939,No,Very Loyal (4y+),Yes,No
Male,33,No,No,No,0,Lodi,95240,38.123544,-121.159078,0,3,Yes,49.4,No,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,88.35,262.05,0.0,0,148.2,410.25,Yes,45755,Yes,1,Yes,No,3,8.834991165008836,87.35000000000001,Yes,New (0-1y),No,Yes
Male,43,No,No,Yes,0,Mountain Ranch,95246,38.264262,-120.515133,1,29,Yes,40.49,No,Yes,Fiber Optic,15,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,94.65,2649.15,0.0,0,1174.21,3823.36,Yes,1692,Yes,2,No,No,4,6.309995793336138,91.35000000000001,Yes,Loyal (2-4y),Yes,Yes
Female,42,No,No,Yes,3,Vallecito,95251,38.055562,-120.456298,1,41,Yes,45.26,Yes,Yes,Cable,56,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,79.9,3326.2,0.0,0,1855.66,5181.86,Yes,460,Yes,5,No,No,7,1.4267854595025966,81.12682926829268,No,Loyal (2-4y),Yes,No
Female,24,Yes,No,No,0,Delhi,95315,37.422961,-120.765493,0,1,Yes,26.12,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.5,20.5,0.0,0,26.12,46.620000000000005,Yes,10159,No,1,Yes,No,0,2049999.9999999998,20.5,No,New (0-1y),No,No
Female,44,No,No,No,0,Merced,95348,37.40122,-120.514191,0,1,Yes,44.94,No,Yes,Fiber Optic,16,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.95,81.95,0.0,0,44.94,126.89,Yes,23100,Yes,1,Yes,No,2,5.121871798830126,81.95,No,New (0-1y),No,Yes
Male,39,No,No,Yes,0,Modesto,95350,37.671806,-121.007575,1,7,Yes,14.75,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.35,451.1,0.0,10,103.25,564.35,Yes,52872,Yes,2,No,No,0,2.4767848297197035,64.44285714285715,Yes,New (0-1y),Yes,No
Female,53,No,No,No,0,Newman,95360,37.343846,-121.039391,0,6,Yes,11.81,No,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.1,455.3,0.0,0,70.86,526.16,Yes,8504,Yes,1,Yes,No,3,3.79583175173677,75.88333333333334,Yes,New (0-1y),No,No
Male,20,Yes,No,Yes,0,Patterson,95363,37.410236,-121.320337,1,14,Yes,7.26,Yes,Yes,Fiber Optic,42,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.1,1235.55,0.0,0,101.64,1337.19,Yes,15536,No,2,No,No,2,2.0499995119048777,88.25357142857142,No,Standard (1-2y),Yes,No
Male,41,No,No,No,0,Planada,95365,37.329725,-120.306399,0,25,Yes,34.88,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.7,2362.1,0.0,0,872.0000000000001,3234.1,Yes,4150,Yes,1,Yes,No,4,11.837485203143498,94.484,Yes,Loyal (2-4y),No,Yes
Male,40,No,No,Yes,0,Riverbank,95367,37.734971,-120.954271,1,22,Yes,16.2,Yes,Yes,Fiber Optic,17,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.1,1873.7,0.0,0,356.4,2230.1,Yes,16525,Yes,2,No,No,3,5.00587940830623,85.16818181818182,No,Standard (1-2y),Yes,Yes
Female,63,No,No,Yes,0,Snelling,95369,37.521708,-120.426843,1,61,Yes,49.33,Yes,Yes,Fiber Optic,7,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,6010.05,0.0,0,3009.13,9019.18,Yes,1158,Yes,2,No,No,5,14.164265479620745,98.52540983606558,Yes,Very Loyal (4y+),Yes,Yes
Male,31,No,No,No,0,Waterford,95386,37.669516,-120.626964,0,1,Yes,13.84,No,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.05,45.05,0.0,70,13.84,128.89,Yes,8308,Yes,1,Yes,No,0,1.7326916412724456,45.05,No,New (0-1y),No,No
Female,39,No,No,No,0,Santa Rosa,95401,38.460517,-122.790335,0,1,Yes,33.88,No,Yes,Fiber Optic,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.7,79.7,0.0,0,33.88,113.58,Yes,36125,Yes,1,Yes,No,2,3.065383436390986,79.7,No,New (0-1y),No,No
Male,46,No,No,No,0,Santa Rosa,95404,38.526941,-122.709096,0,22,Yes,49.43,Yes,Yes,Cable,17,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.0,1254.7,0.0,0,1087.46,2342.16,Yes,35057,Yes,1,Yes,No,3,3.470586193772827,57.03181818181818,Yes,Standard (1-2y),No,Yes
Female,51,No,No,No,0,Santa Rosa,95405,38.439696,-122.668817,0,48,Yes,33.91,No,Yes,DSL,13,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,60.35,2896.4,0.0,0,1627.6799999999998,4524.08,Yes,22250,Yes,1,Yes,No,3,4.642304121304522,60.34166666666667,Yes,Loyal (2-4y),No,Yes
Male,52,No,No,No,0,Clearlake Oaks,95423,39.07116,-122.598542,0,25,Yes,24.91,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,70.95,1767.35,0.0,20,622.75,2410.1,Yes,3684,Yes,1,Yes,No,0,3.941664476853069,70.694,Yes,Loyal (2-4y),No,No
Male,35,No,No,Yes,0,Comptche,95427,39.239818,-123.565432,1,20,Yes,18.05,No,Yes,Fiber Optic,5,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.0,1820.45,0.0,0,361.0,2181.45,Yes,371,Yes,2,No,No,3,17.7999644000712,91.02250000000001,No,Standard (1-2y),Yes,Yes
Male,51,No,No,Yes,0,Covelo,95428,39.83307,-123.178765,1,18,Yes,11.3,Yes,Yes,Fiber Optic,16,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.4,1742.95,0.0,0,203.4,1946.35,Yes,2296,Yes,2,No,No,5,6.212496117189927,96.83055555555556,Yes,Standard (1-2y),Yes,Yes
Female,50,No,No,No,0,Eldridge,95431,38.348884,-122.51699,0,1,Yes,3.84,No,Yes,Fiber Optic,2,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,73.5,73.5,0.0,0,3.84,77.34,Yes,363,Yes,1,Yes,No,1,36.74981625091874,73.5,No,New (0-1y),No,Yes
Male,45,No,No,No,0,Guerneville,95446,38.52576,-123.013347,0,9,Yes,19.22,Yes,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.5,829.1,0.0,0,172.98,1002.08,Yes,4913,Yes,1,Yes,No,4,9.54999045000955,92.12222222222222,Yes,New (0-1y),No,Yes
Female,47,No,No,Yes,0,Healdsburg,95448,38.618347,-122.908422,1,28,Yes,37.66,No,Yes,Fiber Optic,20,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,92.35,2602.9,0.0,0,1054.48,3657.38,Yes,17979,Yes,2,No,No,4,4.617497691251154,92.96071428571429,No,Loyal (2-4y),Yes,Yes
Male,20,Yes,No,No,0,Jenner,95450,38.505995,-123.187019,0,11,Yes,5.4,No,Yes,Fiber Optic,41,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55,824.75,0.0,0,59.400000000000006,884.15,Yes,438,No,1,Yes,No,1,1.818292239440917,74.97727272727273,No,New (0-1y),No,No
Female,57,No,No,Yes,0,The Sea Ranch,95497,38.696659,-123.436861,3,20,Yes,28.79,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.85,2239.65,0.0,0,575.8,2815.45,Yes,752,Yes,2,No,No,6,6.615620865236959,111.9825,No,Standard (1-2y),Yes,Yes
Female,35,No,No,No,0,Eureka,95501,40.796621,-124.15428,0,7,Yes,18.1,Yes,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,75.45,480.75,0.0,0,126.70000000000002,607.45,Yes,23224,Yes,1,Yes,No,1,5.029996646668902,68.67857142857143,Yes,New (0-1y),No,Yes
Male,60,No,No,No,0,Eureka,95503,40.737431,-124.108897,0,7,Yes,15.51,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,635.6,0.0,0,108.57,744.1700000000001,Yes,23570,Yes,1,Yes,No,4,4.080433008507387,90.8,Yes,New (0-1y),No,No
Male,51,No,No,No,0,Bayside,95524,40.825486,-124.049485,0,22,Yes,35.93,Yes,Yes,Fiber Optic,17,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.75,2095.0,0.0,0,790.46,2885.46,Yes,1689,Yes,1,Yes,No,5,5.926467102078175,95.22727272727273,Yes,Standard (1-2y),No,Yes
Female,43,No,No,Yes,1,Bridgeville,95526,40.372532,-123.525626,1,3,No,0.0,No,Yes,DSL,19,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,31.0,95.05,0.0,20,0.0,115.05,Yes,695,Yes,3,No,No,1,1.6315780886431113,31.683333333333334,No,New (0-1y),Yes,No
Male,38,No,No,No,0,Fallbrook,92028,33.362575,-117.299644,0,51,Yes,5.62,Yes,Yes,Fiber Optic,16,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,80.0,4242.35,0.0,0,286.62,4528.97,Yes,42239,Yes,1,Yes,No,2,4.999996875001953,83.18333333333334,No,Very Loyal (4y+),No,Yes
Female,32,No,No,Yes,0,Hydesville,95547,40.557314,-124.081662,1,62,Yes,48.58,No,Yes,Fiber Optic,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.15,6283.3,0.0,0,3011.96,9295.26,Yes,1201,Yes,2,No,No,5,7.70384022781521,101.34354838709677,No,Very Loyal (4y+),Yes,Yes
Male,52,No,No,No,0,Klamath,95548,41.572813,-124.035011,0,28,Yes,35.52,Yes,Yes,Fiber Optic,26,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.5,2659.4,0.0,0,994.56,3653.96,Yes,1215,Yes,1,Yes,No,5,3.634613986686928,94.97857142857143,No,Loyal (2-4y),No,No
Male,42,No,No,No,0,Smith River,95567,41.950683,-124.097094,0,10,No,0.0,No,Yes,DSL,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,33.9,298.45,0.0,0,0.0,298.45,Yes,2020,Yes,1,Yes,No,2,1.1299996233334588,29.845,Yes,New (0-1y),No,No
Male,41,No,No,No,0,Amador City,95601,38.431407,-120.8421,0,12,Yes,12.36,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,1059.55,0.0,0,148.32,1207.87,Yes,222,Yes,1,Yes,No,2,3.671737534027159,88.29583333333333,No,New (0-1y),No,No
Male,35,No,No,No,0,West Sacramento,95605,38.592745,-121.540036,0,27,Yes,24.72,Yes,Yes,Fiber Optic,29,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.5,2180.55,0.0,0,667.4399999999999,2847.99,Yes,12756,Yes,1,Yes,No,2,2.741378365041943,80.76111111111112,No,Loyal (2-4y),No,No
Male,44,No,No,Yes,0,Brooks,95606,38.809804,-122.241383,1,1,Yes,32.35,No,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,89.15,89.15,0.0,0,32.35,121.5,Yes,382,Yes,2,No,No,3,4.952775026236097,89.15,No,New (0-1y),Yes,Yes
Female,45,No,No,No,0,El Dorado,95623,38.63153,-120.842609,0,3,Yes,25.96,No,Yes,DSL,7,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,196.15,0.0,0,77.88,274.03,Yes,4097,Yes,1,Yes,No,2,7.899988714301837,65.38333333333334,No,New (0-1y),No,Yes
Female,32,No,No,Yes,1,Elverta,95626,38.734997,-121.463719,1,22,Yes,5.26,No,Yes,DSL,19,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,55.15,1206.05,0.0,30,115.72,1351.77,Yes,6197,Yes,3,No,No,2,2.9026300512473413,54.820454545454545,Yes,Standard (1-2y),Yes,No
Female,34,No,No,Yes,0,Garden Valley,95633,38.852544,-120.837669,1,16,Yes,6.82,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.95,1378.25,0.0,0,109.12,1487.37,Yes,2536,Yes,2,No,No,2,12.135696949004359,86.140625,No,Standard (1-2y),Yes,Yes
Male,30,No,No,No,0,Greenwood,95635,38.921333,-120.897718,0,5,No,0.0,No,Yes,Cable,59,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,43.25,219.0,0.0,0,0.0,219.0,Yes,1140,Yes,1,Yes,No,4,0.7330507232117418,43.8,No,New (0-1y),No,No
Male,60,No,No,Yes,0,Grizzly Flats,95636,38.636102,-120.522149,1,23,Yes,5.8,Yes,Yes,DSL,12,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,48.35,1067.15,0.0,0,133.4,1200.5500000000002,Yes,659,Yes,2,No,No,1,4.029163309030576,46.39782608695653,Yes,Standard (1-2y),Yes,Yes
Male,59,No,No,No,0,Guinda,95637,38.830739,-122.196202,0,1,Yes,4.04,No,Yes,Fiber Optic,6,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.55,79.55,0.0,0,4.04,83.59,Yes,228,Yes,1,Yes,No,1,13.25831123614794,79.55,No,New (0-1y),No,Yes
Male,31,No,No,No,0,Isleton,95641,38.154823,-121.601358,0,1,Yes,6.89,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.5,84.5,0.0,0,6.89,91.39,Yes,2010,Yes,1,Yes,No,2,7.041660798616001,84.5,No,New (0-1y),No,Yes
Male,57,No,No,Yes,0,Lotus,95651,38.815515,-120.916997,1,71,Yes,5.76,Yes,Yes,Fiber Optic,11,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,108.6,7690.9,0.0,20,408.96,8119.86,Yes,485,Yes,2,No,No,7,9.87271829752882,108.3225352112676,Yes,Very Loyal (4y+),Yes,No
Male,57,No,No,No,0,Mather,95655,38.549822,-121.266725,0,46,No,0.0,No,Yes,DSL,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.3,1380.1,0.0,0,0.0,1380.1,Yes,929,Yes,1,Yes,No,1,1.1653841671599356,30.002173913043475,Yes,Loyal (2-4y),No,No
Female,32,No,No,No,0,Nicolaus,95659,38.788898,-121.608624,0,1,Yes,38.31,No,Yes,Cable,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.4,45.4,0.0,0,38.31,83.71000000000001,Yes,751,Yes,1,Yes,No,0,1.7461531745564713,45.4,No,New (0-1y),No,No
Female,53,No,No,Yes,0,Orangevale,95662,38.689174,-121.218435,1,32,Yes,37.48,No,Yes,Fiber Optic,13,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.15,2585.95,0.0,0,1199.36,3785.31,Yes,32040,Yes,2,No,No,3,6.4730719437908135,80.8109375,Yes,Loyal (2-4y),Yes,Yes
Female,41,No,No,No,0,Pilot Hill,95664,38.803731,-121.043799,0,3,Yes,24.63,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,58.85,0.0,0,73.89,132.74,Yes,1173,Yes,1,Yes,No,0,1974999.9999999998,19.616666666666667,Yes,New (0-1y),No,No
Female,62,No,No,No,0,Pine Grove,95665,38.400264,-120.641274,0,5,Yes,43.51,No,Yes,Fiber Optic,17,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.4,425.9,0.0,0,217.55,643.4499999999999,Yes,4354,Yes,1,Yes,No,3,5.023526456749144,85.17999999999999,Yes,New (0-1y),No,Yes
Male,62,No,No,No,0,Rancho Cordova,95670,38.602723,-121.279913,0,49,Yes,19.08,Yes,Yes,Fiber Optic,24,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,75.2,3678.3,0.0,20,934.92,4633.22,Yes,49729,Yes,1,Yes,No,1,3.133332027778322,75.06734693877551,Yes,Very Loyal (4y+),No,No
Female,50,No,No,No,0,Rio Oso,95674,38.954144,-121.482536,0,17,Yes,24.31,Yes,Yes,DSL,21,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Mailed Check,55.85,937.5,0.0,0,413.27,1350.77,Yes,947,Yes,1,Yes,No,2,2.6595225430845035,55.14705882352941,Yes,Standard (1-2y),No,No
Male,53,No,No,No,0,Thornton,95686,38.157794,-121.520223,0,6,Yes,21.97,No,Yes,Fiber Optic,9,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.4,556.35,0.0,0,131.82,688.1700000000001,Yes,1472,Yes,1,Yes,No,3,9.37776735803627,92.72500000000001,No,New (0-1y),No,Yes
Female,44,No,No,No,0,Woodland,95695,38.71967,-121.862416,0,6,Yes,17.18,No,Yes,DSL,22,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.25,389.1,0.0,0,103.08,492.18,Yes,38547,Yes,1,Yes,No,2,2.5568170196286273,64.85000000000001,No,New (0-1y),No,No
Female,51,No,No,No,0,Camino,95709,38.748316,-120.675512,0,4,Yes,10.64,No,Yes,DSL,23,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.65,261.25,0.0,0,42.56,303.81,Yes,4829,Yes,1,Yes,No,4,2.9847813109646477,65.3125,Yes,New (0-1y),No,No
Male,48,No,No,No,0,Dutch Flat,95714,39.197215,-120.83679,0,4,Yes,42.8,No,Yes,Fiber Optic,28,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,77.85,299.2,0.0,10,171.2,480.4,Yes,350,Yes,1,Yes,No,1,2.7803561498728033,74.8,Yes,New (0-1y),No,No
Male,50,No,No,No,0,Echo Lake,95721,38.851842,-120.076204,0,3,Yes,13.83,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,323.25,0.0,0,41.49,364.74,Yes,69,Yes,1,Yes,No,6,7.524994625003839,107.75,No,New (0-1y),No,Yes
Female,48,No,No,No,0,Pollock Pines,95726,38.733908,-120.453416,0,8,Yes,45.59,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.05,762.1,0.0,0,364.72,1126.8200000000002,Yes,8577,Yes,1,Yes,No,2,10.881236398454503,95.2625,No,New (0-1y),No,Yes
Male,22,Yes,No,No,0,Weimar,95736,39.00978,-120.978273,0,1,Yes,14.58,No,Yes,DSL,73,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,53.5,53.5,0.0,0,14.58,68.08,Yes,31,No,1,Yes,No,1,0.7328766119347107,53.5,No,New (0-1y),No,No
Female,35,No,No,No,0,Granite Bay,95746,38.749466,-121.184196,0,1,No,0.0,No,Yes,Cable,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,25.1,25.1,0.0,0,0.0,25.1,Yes,20675,Yes,1,Yes,No,0,0.8964282512756246,25.1,No,New (0-1y),No,No
Female,21,Yes,No,No,0,Sacramento,95818,38.556306,-121.495817,0,5,Yes,3.61,No,Yes,DSL,69,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.2,308.25,0.0,0,18.05,326.3,Yes,21313,No,1,Yes,No,2,0.7855071325351982,61.65,No,New (0-1y),No,No
Male,47,No,No,Yes,0,Sacramento,95827,38.549185,-121.328386,1,72,Yes,3.07,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.4,7372.65,0.0,0,221.04,7593.69,Yes,19611,Yes,2,No,No,6,4.495650219282513,102.39791666666666,Yes,Very Loyal (4y+),Yes,No
Female,60,No,No,No,0,Sacramento,95831,38.494832,-121.529447,0,13,Yes,21.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,1058.6,0.0,0,284.44,1343.04,Yes,42832,Yes,1,Yes,No,3,21.112447218881954,81.43076923076923,Yes,Standard (1-2y),No,Yes
Female,53,No,No,No,0,Beale Afb,95903,39.125311,-121.392283,0,29,No,0.0,No,Yes,DSL,7,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.6,856.35,0.0,0,0.0,856.35,Yes,5654,Yes,1,Yes,No,1,4.371422326539534,29.529310344827586,Yes,Loyal (2-4y),No,Yes
Female,51,No,No,No,0,Camptonville,95922,39.432127,-121.099287,0,17,Yes,7.66,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.0,1144.5,0.0,80,130.22,1354.72,Yes,632,Yes,1,Yes,No,0,4.117644636679626,67.32352941176471,Yes,Standard (1-2y),No,No
Female,37,No,No,No,0,Challenge,95925,39.461768,-121.195825,0,1,Yes,26.41,No,Yes,Cable,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.3,45.3,0.0,0,26.41,71.71,Yes,262,Yes,1,Yes,No,0,1.7423070221896069,45.3,No,New (0-1y),No,No
Male,64,No,No,No,0,Chico,95926,39.745712,-121.84333,0,2,No,0.0,No,Yes,Cable,11,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.85,75.6,0.0,0,0.0,75.6,Yes,35808,Yes,1,Yes,No,1,2.7136338966964577,37.8,No,New (0-1y),No,Yes
Male,40,No,No,No,0,Colusa,95932,39.273096,-122.050763,0,1,Yes,9.66,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.8,19.8,0.0,0,9.66,29.46,Yes,7503,Yes,1,Yes,No,0,1980000.0,19.8,No,New (0-1y),No,No
Female,36,No,No,No,0,Downieville,95936,39.578792,-120.780786,0,4,Yes,24.09,No,Yes,Fiber Optic,17,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.65,333.6,0.0,0,96.36,429.96,Yes,404,Yes,1,Yes,No,1,4.50882087716419,83.4,No,New (0-1y),No,Yes
Female,45,No,No,Yes,0,Dunnigan,95937,38.931425,-121.946081,1,5,Yes,9.23,No,Yes,Fiber Optic,25,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,99.15,465.05,0.0,0,46.150000000000006,511.2000000000001,Yes,19,Yes,2,No,No,5,3.965998413600635,93.01,Yes,New (0-1y),Yes,No
Male,57,No,No,No,0,Grass Valley,95949,39.099204,-121.137962,0,9,Yes,2.88,No,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,44.95,431.0,0.0,10,25.92,466.92,Yes,17922,Yes,1,Yes,No,0,1.7288454889055813,47.888888888888886,No,New (0-1y),No,No
Male,53,No,No,Yes,0,Grimes,95950,39.033058,-121.895718,1,18,Yes,19.05,No,Yes,DSL,26,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,49.55,878.35,0.0,0,342.90000000000003,1221.25,Yes,531,Yes,2,No,No,1,1.905768497781347,48.797222222222224,Yes,Standard (1-2y),Yes,No
Male,55,No,No,No,0,Palermo,95968,39.435756,-121.552071,0,25,Yes,5.27,No,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.9,2448.75,0.0,0,131.75,2580.5,Yes,1254,Yes,1,Yes,No,4,23.974940062649846,97.95,No,Loyal (2-4y),No,Yes
Male,40,No,No,Yes,0,Rough And Ready,95975,39.225634,-121.156163,1,52,Yes,38.37,No,Yes,Fiber Optic,14,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.1,4348.65,0.0,0,1995.24,6343.889999999999,Yes,1601,Yes,2,No,No,2,6.007138566329595,83.6278846153846,Yes,Very Loyal (4y+),Yes,Yes
Female,48,No,No,No,0,Willows,95988,39.493991,-122.286363,0,8,Yes,37.79,No,Yes,Cable,25,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.85,365.55,13.01,10,302.32,664.86,Yes,8812,Yes,1,Yes,Yes,1,1.993999202400319,45.69375,Yes,New (0-1y),No,No
Female,22,Yes,No,Yes,0,Bieber,96009,41.083464,-121.107929,1,22,Yes,35.04,No,Yes,DSL,76,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,69.5,1498.2,49.57,0,770.88,2219.51,Yes,595,No,2,No,Yes,4,0.9144735638850573,68.10000000000001,Yes,Standard (1-2y),Yes,No
Male,47,No,No,Yes,0,Burney,96013,40.946785,-121.719489,1,54,Yes,35.46,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.3,5278.15,11.45,0,1914.84,7181.54,Yes,4552,Yes,2,No,Yes,6,4.534780637051897,97.74351851851851,Yes,Very Loyal (4y+),Yes,No
Female,49,No,No,No,0,Dorris,96023,41.949216,-122.050062,0,1,Yes,16.15,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,93.85,0.0,0,16.15,110.0,Yes,1162,Yes,1,Yes,No,4,7.820826815977653,93.85,No,New (0-1y),No,Yes
